"Date","Price","Open","High","Low","Change %"
"Jun 27, 2017","23.0572","22.7254","23.1091","22.6691","1.42%"
"Jun 26, 2017","22.7350","22.9048","22.9664","22.6752","-0.69%"
"Jun 23, 2017","22.8919","22.9515","23.0596","22.8071","-0.34%"
"Jun 22, 2017","22.9690","23.0961","23.1287","22.8341","-0.59%"
"Jun 21, 2017","23.1046","22.9584","23.2029","22.9226","0.57%"
"Jun 20, 2017","22.9743","22.8539","23.0418","22.7707","0.44%"
"Jun 19, 2017","22.8733","22.8867","23.0184","22.8025","-0.05%"
"Jun 16, 2017","22.8837","23.0123","23.1051","22.8573","-0.59%"
"Jun 15, 2017","23.0203","22.8449","23.1783","22.8273","0.74%"
"Jun 14, 2017","22.8522","23.0212","23.0800","22.8273","-0.76%"
"Jun 13, 2017","23.0282","22.9525","23.0894","22.9001","0.32%"
"Jun 12, 2017","22.9540","23.1184","23.2163","22.9101","-0.89%"
"Jun 09, 2017","23.1603","23.5732","23.6020","23.0106","-1.76%"
"Jun 08, 2017","23.5757","23.6156","23.6780","23.4580","-0.19%"
"Jun 07, 2017","23.6209","23.5298","23.6779","23.4863","0.32%"
"Jun 06, 2017","23.5445","23.6540","23.8160","23.4890","-0.53%"
"Jun 05, 2017","23.6689","24.0013","24.2167","23.6111","-1.70%"
"Jun 02, 2017","24.0785","24.0095","24.1506","23.8545","0.26%"
"Jun 01, 2017","24.0160","23.9946","24.0446","23.8587","0.06%"
"May 31, 2017","24.0027","24.0282","24.1601","23.8110","-0.22%"
"May 30, 2017","24.0560","23.7146","24.0653","23.6585","1.39%"
"May 29, 2017","23.7266","23.7008","23.8254","23.6551","0.07%"
"May 26, 2017","23.7095","23.9384","23.9741","23.5911","-0.99%"
"May 25, 2017","23.9468","23.9072","24.0072","23.7532","0.08%"
"May 24, 2017","23.9279","24.1367","24.2552","23.8834","-0.94%"
"May 23, 2017","24.1543","24.2519","24.3431","24.0838","-0.45%"
"May 22, 2017","24.2640","24.3196","24.3954","24.1204","-0.49%"
"May 19, 2017","24.3832","24.3456","24.4585","24.2599","0.12%"
"May 18, 2017","24.3534","24.3433","25.0486","24.2351","-0.02%"
"May 17, 2017","24.3591","24.0736","24.3808","24.0318","1.15%"
"May 16, 2017","24.0815","24.1072","24.1806","23.9696","-0.12%"
"May 15, 2017","24.1102","24.2437","24.2617","24.0359","-0.60%"
"May 12, 2017","24.2553","24.2627","24.3146","24.1062","-0.08%"
"May 11, 2017","24.2752","24.5900","24.6373","24.2485","-1.32%"
"May 10, 2017","24.6003","24.7880","24.8837","24.4822","-0.80%"
"May 09, 2017","24.7983","24.8526","24.9246","24.7207","-0.24%"
"May 08, 2017","24.8590","24.6380","24.8763","24.4987","0.79%"
"May 05, 2017","24.6633","24.6119","24.7219","24.5257","0.17%"
"May 04, 2017","24.6222","24.2609","24.6650","24.1845","1.43%"
"May 03, 2017","24.2749","24.2711","24.3868","24.1899","-0.04%"
"May 02, 2017","24.2836","24.1402","24.3425","24.0157","0.57%"
"May 01, 2017","24.1466","24.3521","24.3742","24.1150","-0.93%"
"Apr 28, 2017","24.3728","24.5372","24.6999","24.3348","-0.73%"
"Apr 27, 2017","24.5508","24.6354","24.7382","24.3650","-0.36%"
"Apr 26, 2017","24.6406","24.2002","24.7570","24.1600","1.77%"
"Apr 25, 2017","24.2124","23.9644","24.3657","23.9023","1.02%"
"Apr 24, 2017","23.9670","24.1537","24.1825","23.6765","-0.57%"
"Apr 21, 2017","24.1045","24.0560","24.1901","24.0039","0.12%"
"Apr 20, 2017","24.0750","24.0808","24.2170","23.9967","-0.05%"
"Apr 19, 2017","24.0872","23.8647","24.1648","23.8356","0.91%"
"Apr 18, 2017","23.8710","23.2253","23.9129","23.1714","2.71%"
"Apr 17, 2017","23.2418","23.1739","23.4049","23.1628","0.29%"
"Apr 14, 2017","23.1741","23.2387","23.2818","23.1510","-0.29%"
"Apr 13, 2017","23.2412","23.2534","23.3599","23.1634","-0.10%"
"Apr 12, 2017","23.2633","23.4516","23.5146","23.2393","-0.84%"
"Apr 11, 2017","23.4607","23.1784","23.5153","23.1620","1.17%"
"Apr 10, 2017","23.1897","23.1506","23.2575","23.0113","0.39%"
"Apr 07, 2017","23.0998","23.3526","23.5450","23.0193","-1.15%"
"Apr 06, 2017","23.3685","23.4824","23.6167","23.3164","-0.53%"
"Apr 05, 2017","23.4930","23.3965","23.5481","23.2927","0.33%"
"Apr 04, 2017","23.4155","23.3111","23.5707","23.2384","0.42%"
"Apr 03, 2017","23.3179","23.4792","23.5110","23.2840","-0.81%"
"Mar 31, 2017","23.5083","23.3307","23.6400","23.2087","0.71%"
"Mar 30, 2017","23.3426","23.2475","23.4445","23.1962","0.34%"
"Mar 29, 2017","23.2630","23.6823","23.7155","23.2236","-1.82%"
"Mar 28, 2017","23.6936","23.7145","23.8175","23.5472","-0.13%"
"Mar 27, 2017","23.7246","23.4031","23.9002","23.3919","1.42%"
"Mar 24, 2017","23.3925","23.6884","23.7287","23.3738","-1.30%"
"Mar 23, 2017","23.7013","23.7358","23.9119","23.6601","-0.21%"
"Mar 22, 2017","23.7514","23.8309","23.9931","23.6935","-0.36%"
"Mar 21, 2017","23.8363","23.4864","23.9320","23.4268","1.45%"
"Mar 20, 2017","23.4964","23.6509","23.8090","23.4147","-0.62%"
"Mar 17, 2017","23.6434","23.8027","23.8408","23.6157","-0.71%"
"Mar 16, 2017","23.8128","23.6033","23.8186","23.4464","0.81%"
"Mar 15, 2017","23.6203","23.8884","24.0808","23.5715","-1.17%"
"Mar 14, 2017","23.9008","23.9662","23.9962","23.7411","-0.30%"
"Mar 13, 2017","23.9726","23.8393","24.0180","23.7982","0.46%"
"Mar 10, 2017","23.8637","24.1264","24.1837","23.7859","-1.13%"
"Mar 09, 2017","24.1365","23.9243","24.2369","23.8877","0.82%"
"Mar 08, 2017","23.9402","23.7707","23.9839","23.7063","0.66%"
"Mar 07, 2017","23.7839","23.9909","24.0597","23.6759","-0.91%"
"Mar 06, 2017","24.0019","23.9688","24.0726","23.8020","0.06%"
"Mar 03, 2017","23.9875","24.5300","24.5963","23.8696","-2.23%"
"Mar 02, 2017","24.5344","24.3512","24.5712","24.2828","0.73%"
"Mar 01, 2017","24.3576","24.8869","24.9664","24.2732","-2.16%"
"Feb 28, 2017","24.8941","24.7519","24.9580","24.6716","0.51%"
"Feb 27, 2017","24.7671","24.8097","24.8647","24.4985","-0.23%"
"Feb 24, 2017","24.8231","24.6813","24.8665","24.5857","0.53%"
"Feb 23, 2017","24.6915","24.7554","24.9590","24.5726","-0.38%"
"Feb 22, 2017","24.7866","24.9471","25.0536","24.6964","-0.69%"
"Feb 21, 2017","24.9580","25.3792","25.5598","24.8356","-1.69%"
"Feb 20, 2017","25.3874","25.3454","25.6345","25.3105","0.06%"
"Feb 17, 2017","25.3725","25.4504","25.5612","25.3180","-0.32%"
"Feb 16, 2017","25.4550","25.2561","25.5045","25.2203","0.75%"
"Feb 15, 2017","25.2654","25.2556","25.4011","25.1636","0.01%"
"Feb 14, 2017","25.2634","25.3987","25.4539","25.1665","-0.54%"
"Feb 13, 2017","25.4012","25.3663","25.5416","25.3266","-0.06%"
"Feb 10, 2017","25.4165","25.4190","25.5045","25.2168","-0.05%"
"Feb 09, 2017","25.4297","25.6745","25.8244","25.3609","-0.99%"
"Feb 08, 2017","25.6832","25.7925","25.8620","25.5883","-0.44%"
"Feb 07, 2017","25.7978","25.6309","25.8626","25.4611","0.61%"
"Feb 06, 2017","25.6423","25.4523","25.7741","25.3214","0.72%"
"Feb 03, 2017","25.4593","25.7257","25.7956","25.2809","-1.10%"
"Feb 02, 2017","25.7424","26.2009","26.2812","25.6024","-1.79%"
"Feb 01, 2017","26.2108","26.2067","26.3605","26.0588","0.01%"
"Jan 31, 2017","26.2071","25.9426","26.2738","25.7378","0.98%"
"Jan 30, 2017","25.9522","26.1822","26.3470","25.8311","-1.07%"
"Jan 27, 2017","26.2337","26.6962","26.9079","26.1375","-1.81%"
"Jan 26, 2017","26.7184","26.6097","26.8819","26.2336","0.34%"
"Jan 25, 2017","26.6291","26.9468","27.1607","26.4255","-1.21%"
"Jan 24, 2017","26.9541","26.8115","26.9596","26.4153","0.51%"
"Jan 23, 2017","26.8172","26.6648","26.8869","26.4616","0.35%"
"Jan 20, 2017","26.7232","27.0922","27.1317","26.5532","-1.38%"
"Jan 19, 2017","27.0968","26.8688","27.1752","26.8151","0.80%"
"Jan 18, 2017","26.8828","26.6833","27.0109","26.5109","0.71%"
"Jan 17, 2017","26.6940","26.1694","26.7809","26.0576","1.93%"
"Jan 16, 2017","26.1874","25.8861","26.2113","25.7165","0.13%"
"Jan 13, 2017","26.1533","26.4816","26.6619","26.1358","-1.27%"
"Jan 12, 2017","26.4905","26.6884","26.8433","26.3392","-0.77%"
"Jan 11, 2017","26.6967","26.5412","26.8191","26.3186","0.55%"
"Jan 10, 2017","26.5508","25.9944","26.5857","25.8987","2.11%"
"Jan 09, 2017","26.0022","26.0242","26.0637","25.7878","-0.31%"
"Jan 06, 2017","26.0841","26.5873","26.6602","25.9854","-1.97%"
"Jan 05, 2017","26.6075","26.4066","26.8098","25.9568","0.71%"
"Jan 04, 2017","26.4212","25.8205","26.6389","25.7288","2.26%"
"Jan 03, 2017","25.8377","25.4370","25.8550","25.3171","1.51%"
"Jan 02, 2017","25.4535","25.5706","25.6015","25.4110","-0.47%"
